지점번호,지점명,시작일,종료일,장마일수,강수일수,합계강수량
262,고흥,1994-06-22,1994-07-06,15,4,23
271,봉화,1994-06-22,1994-07-06,15,7,373.5
272,영주,1994-06-22,1994-07-06,15,8,341.8
273,문경,1994-06-22,1994-07-06,15,7,176.5
277,영덕,1994-06-22,1994-07-06,15,7,88.7
278,의성,1994-06-22,1994-07-06,15,7,117.5
279,구미,1994-06-22,1994-07-06,15,7,145
281,영천,1994-06-22,1994-07-06,15,8,55
284,거창,1994-06-22,1994-07-06,15,4,68.5
285,합천,1994-06-22,1994-07-06,15,4,59
288,밀양,1994-06-22,1994-07-06,15,5,60
289,산청,1994-06-22,1994-07-06,15,5,53
294,거제,1994-06-22,1994-07-06,15,6,31.5
295,남해,1994-06-22,1994-07-06,15,5,11
90,속초,1994-06-25,1994-07-16,22,10,103.5
95,철원,1994-06-25,1994-07-16,22,17,215.8
100,대관령,1994-06-25,1994-07-16,22,12,169.1
101,춘천,1994-06-25,1994-07-16,22,11,205.5
105,강릉,1994-06-25,1994-07-16,22,11,109
108,서울,1994-06-25,1994-07-16,22,12,210
112,인천,1994-06-25,1994-07-16,22,12,143.9
114,원주,1994-06-25,1994-07-16,22,13,240.3
119,수원,1994-06-25,1994-07-16,22,12,158.3
127,충주,1994-06-25,1994-07-16,22,9,351
129,서산,1994-06-25,1994-07-16,22,10,264
131,청주,1994-06-25,1994-07-16,22,10,164.7
133,대전,1994-06-25,1994-07-16,22,9,174.6
135,추풍령,1994-06-25,1994-07-16,22,7,197.9
201,강화,1994-06-25,1994-07-16,22,12,234
202,양평,1994-06-25,1994-07-16,22,10,224.5
203,이천,1994-06-25,1994-07-16,22,10,208
211,인제,1994-06-25,1994-07-16,22,12,180.5
212,홍천,1994-06-25,1994-07-16,22,9,214
216,태백,1994-06-25,1994-07-16,22,10,153.1
221,제천,1994-06-25,1994-07-16,22,10,399.5
226,보은,1994-06-25,1994-07-16,22,9,179
232,천안,1994-06-25,1994-07-16,22,8,234
235,보령,1994-06-25,1994-07-16,22,9,288
236,부여,1994-06-25,1994-07-16,22,8,194.5
238,금산,1994-06-25,1994-07-16,22,6,194.9
184,제주,1995-06-21,1995-07-25,35,15,435.8
185,고산,1995-06-21,1995-07-25,35,15,362
188,성산,1995-06-21,1995-07-25,35,14,852
189,서귀포,1995-06-21,1995-07-25,35,15,867.7
90,속초,1995-06-30,1995-07-27,28,15,176.5
95,철원,1995-06-30,1995-07-27,28,18,366.6
100,대관령,1995-06-30,1995-07-27,28,15,213.1
101,춘천,1995-06-30,1995-07-27,28,18,446.3
105,강릉,1995-06-30,1995-07-27,28,13,168.8
108,서울,1995-06-30,1995-07-27,28,18,440.3
112,인천,1995-06-30,1995-07-27,28,17,408.3
114,원주,1995-06-30,1995-07-27,28,16,302.5
119,수원,1995-06-30,1995-07-27,28,17,379.8
127,충주,1995-06-30,1995-07-27,28,17,290.8
129,서산,1995-06-30,1995-07-27,28,14,144.1
130,울진,1995-06-30,1995-07-27,28,14,84
131,청주,1995-06-30,1995-07-27,28,15,204.9
133,대전,1995-06-30,1995-07-27,28,15,155
135,추풍령,1995-06-30,1995-07-27,28,13,132.2
136,안동,1995-06-30,1995-07-27,28,14,147.9
138,포항,1995-06-30,1995-07-27,28,15,116.9
140,군산,1995-06-30,1995-07-27,28,12,95.8
143,대구,1995-06-30,1995-07-27,28,15,123.7
146,전주,1995-06-30,1995-07-27,28,14,163.7
152,울산,1995-06-30,1995-07-27,28,14,110.6
155,창원,1995-06-30,1995-07-27,28,15,243.6
156,광주,1995-06-30,1995-07-27,28,14,110
159,부산,1995-06-30,1995-07-27,28,16,256.6
162,통영,1995-06-30,1995-07-27,28,18,295.3
165,목포,1995-06-30,1995-07-27,28,10,107.9
168,여수,1995-06-30,1995-07-27,28,13,354.4
170,완도,1995-06-30,1995-07-27,28,12,195.4
192,진주,1995-06-30,1995-07-27,28,12,210.2
201,강화,1995-06-30,1995-07-27,28,17,297
202,양평,1995-06-30,1995-07-27,28,17,383
203,이천,1995-06-30,1995-07-27,28,16,350.4
211,인제,1995-06-30,1995-07-27,28,14,322.5
212,홍천,1995-06-30,1995-07-27,28,17,394
216,태백,1995-06-30,1995-07-27,28,14,215.7
221,제천,1995-06-30,1995-07-27,28,17,292.5
226,보은,1995-06-30,1995-07-27,28,12,126.5
232,천안,1995-06-30,1995-07-27,28,12,239.9
235,보령,1995-06-30,1995-07-27,28,15,144.5
236,부여,1995-06-30,1995-07-27,28,14,171.5
238,금산,1995-06-30,1995-07-27,28,11,83.5
243,부안,1995-06-30,1995-07-27,28,13,136
244,임실,1995-06-30,1995-07-27,28,13,96
245,정읍,1995-06-30,1995-07-27,28,12,114.5
247,남원,1995-06-30,1995-07-27,28,12,126
248,장수,1995-06-30,1995-07-27,28,17,215.5
260,장흥,1995-06-30,1995-07-27,28,10,155
261,해남,1995-06-30,1995-07-27,28,10,128
262,고흥,1995-06-30,1995-07-27,28,10,220.5
271,봉화,1995-06-30,1995-07-27,28,15,177.5
272,영주,1995-06-30,1995-07-27,28,16,212.5
273,문경,1995-06-30,1995-07-27,28,13,155
277,영덕,1995-06-30,1995-07-27,28,12,74.5
278,의성,1995-06-30,1995-07-27,28,13,123.5
279,구미,1995-06-30,1995-07-27,28,12,97.4
281,영천,1995-06-30,1995-07-27,28,12,124.7
284,거창,1995-06-30,1995-07-27,28,14,173.5
285,합천,1995-06-30,1995-07-27,28,12,144.5
288,밀양,1995-06-30,1995-07-27,28,11,179
289,산청,1995-06-30,1995-07-27,28,12,200
294,거제,1995-06-30,1995-07-27,28,17,424.5
295,남해,1995-06-30,1995-07-27,28,12,489
184,제주,1996-06-19,1996-07-16,28,21,241.3
185,고산,1996-06-19,1996-07-16,28,20,222.2
188,성산,1996-06-19,1996-07-16,28,19,375.5
189,서귀포,1996-06-19,1996-07-16,28,19,359.8
90,속초,1996-06-24,1996-07-22,29,14,142.5
95,철원,1996-06-24,1996-07-22,29,15,257.7
100,대관령,1996-06-24,1996-07-22,29,21,280.5
101,춘천,1996-06-24,1996-07-22,29,15,315.2
105,강릉,1996-06-24,1996-07-22,29,19,216.7
108,서울,1996-06-24,1996-07-22,29,16,273.7
112,인천,1996-06-24,1996-07-22,29,15,249.4
114,원주,1996-06-24,1996-07-22,29,15,228.5
119,수원,1996-06-24,1996-07-22,29,16,239.4
127,충주,1996-06-24,1996-07-22,29,19,215.5
129,서산,1996-06-24,1996-07-22,29,15,213.9
130,울진,1996-06-24,1996-07-22,29,17,222.7
131,청주,1996-06-24,1996-07-22,29,18,227.7
133,대전,1996-06-24,1996-07-22,29,19,409.4
135,추풍령,1996-06-24,1996-07-22,29,14,283.8
136,안동,1996-06-24,1996-07-22,29,13,230.5
138,포항,1996-06-24,1996-07-22,29,19,262.6
140,군산,1996-06-24,1996-07-22,29,13,278.8
143,대구,1996-06-24,1996-07-22,29,15,261.2
146,전주,1996-06-24,1996-07-22,29,14,327.7
152,울산,1996-06-24,1996-07-22,29,17,365.3
155,창원,1996-06-24,1996-07-22,29,14,381.4
156,광주,1996-06-24,1996-07-22,29,14,354.7
159,부산,1996-06-24,1996-07-22,29,16,479.8
162,통영,1996-06-24,1996-07-22,29,17,463.1
165,목포,1996-06-24,1996-07-22,29,16,336.7
168,여수,1996-06-24,1996-07-22,29,16,349.6
170,완도,1996-06-24,1996-07-22,29,15,317.4
192,진주,1996-06-24,1996-07-22,29,16,364.5
201,강화,1996-06-24,1996-07-22,29,13,298.5
202,양평,1996-06-24,1996-07-22,29,14,363.5
203,이천,1996-06-24,1996-07-22,29,14,297
211,인제,1996-06-24,1996-07-22,29,13,234.5
212,홍천,1996-06-24,1996-07-22,29,15,318.5
216,태백,1996-06-24,1996-07-22,29,21,311
221,제천,1996-06-24,1996-07-22,29,16,237
226,보은,1996-06-24,1996-07-22,29,17,380
232,천안,1996-06-24,1996-07-22,29,11,230.5
235,보령,1996-06-24,1996-07-22,29,16,280.5
236,부여,1996-06-24,1996-07-22,29,14,359
238,금산,1996-06-24,1996-07-22,29,16,380.5
243,부안,1996-06-24,1996-07-22,29,14,356
244,임실,1996-06-24,1996-07-22,29,16,310.5
245,정읍,1996-06-24,1996-07-22,29,14,336
247,남원,1996-06-24,1996-07-22,29,15,306
248,장수,1996-06-24,1996-07-22,29,12,396.5
260,장흥,1996-06-24,1996-07-22,29,13,338
261,해남,1996-06-24,1996-07-22,29,15,337.5
262,고흥,1996-06-24,1996-07-22,29,16,325
271,봉화,1996-06-24,1996-07-22,29,16,300.5
272,영주,1996-06-24,1996-07-22,29,15,314.5
273,문경,1996-06-24,1996-07-22,29,16,357
277,영덕,1996-06-24,1996-07-22,29,10,280
278,의성,1996-06-24,1996-07-22,29,13,241.5
279,구미,1996-06-24,1996-07-22,29,13,253
281,영천,1996-06-24,1996-07-22,29,14,286
284,거창,1996-06-24,1996-07-22,29,14,287.5
285,합천,1996-06-24,1996-07-22,29,16,269.5
288,밀양,1996-06-24,1996-07-22,29,13,333
289,산청,1996-06-24,1996-07-22,29,13,273.5
294,거제,1996-06-24,1996-07-22,29,16,588.5
295,남해,1996-06-24,1996-07-22,29,15,444.5
130,울진,1997-06-20,1997-07-18,29,13,294.1
136,안동,1997-06-20,1997-07-18,29,14,415.3
138,포항,1997-06-20,1997-07-18,29,15,379.6
140,군산,1997-06-20,1997-07-18,29,12,404.1
143,대구,1997-06-20,1997-07-18,29,13,472.4
146,전주,1997-06-20,1997-07-18,29,16,503.4
152,울산,1997-06-20,1997-07-18,29,15,403.3
155,창원,1997-06-20,1997-07-18,29,18,581.9
156,광주,1997-06-20,1997-07-18,29,17,443.3
159,부산,1997-06-20,1997-07-18,29,17,386.9
162,통영,1997-06-20,1997-07-18,29,15,367.3
165,목포,1997-06-20,1997-07-18,29,15,364.5
168,여수,1997-06-20,1997-07-18,29,16,512.8
170,완도,1997-06-20,1997-07-18,29,13,404.8
184,제주,1997-06-20,1997-07-18,29,16,165.6
185,고산,1997-06-20,1997-07-18,29,14,146.8
188,성산,1997-06-20,1997-07-18,29,17,318.5
189,서귀포,1997-06-20,1997-07-18,29,18,311.4
192,진주,1997-06-20,1997-07-18,29,17,588.8
243,부안,1997-06-20,1997-07-18,29,13,514
244,임실,1997-06-20,1997-07-18,29,17,495.5
245,정읍,1997-06-20,1997-07-18,29,16,553
247,남원,1997-06-20,1997-07-18,29,17,558.5
248,장수,1997-06-20,1997-07-18,29,18,741
260,장흥,1997-06-20,1997-07-18,29,14,467
261,해남,1997-06-20,1997-07-18,29,16,369
262,고흥,1997-06-20,1997-07-18,29,12,376.5
271,봉화,1997-06-20,1997-07-18,29,13,395.5
272,영주,1997-06-20,1997-07-18,29,12,518.5
273,문경,1997-06-20,1997-07-18,29,14,498.5
277,영덕,1997-06-20,1997-07-18,29,14,290
278,의성,1997-06-20,1997-07-18,29,13,397
279,구미,1997-06-20,1997-07-18,29,13,417
281,영천,1997-06-20,1997-07-18,29,14,533
284,거창,1997-06-20,1997-07-18,29,16,576.5
285,합천,1997-06-20,1997-07-18,29,14,526.5
288,밀양,1997-06-20,1997-07-18,29,15,646
289,산청,1997-06-20,1997-07-18,29,17,504.5
294,거제,1997-06-20,1997-07-18,29,18,522
295,남해,1997-06-20,1997-07-18,29,17,709
90,속초,1997-06-25,1997-07-22,28,10,141.1
95,철원,1997-06-25,1997-07-22,28,13,273.2
100,대관령,1997-06-25,1997-07-22,28,14,310.8
101,춘천,1997-06-25,1997-07-22,28,12,321.3
105,강릉,1997-06-25,1997-07-22,28,10,194.3
108,서울,1997-06-25,1997-07-22,28,13,377.1
112,인천,1997-06-25,1997-07-22,28,13,285.6
114,원주,1997-06-25,1997-07-22,28,13,440.8
119,수원,1997-06-25,1997-07-22,28,14,394
127,충주,1997-06-25,1997-07-22,28,14,409
129,서산,1997-06-25,1997-07-22,28,13,473.5
131,청주,1997-06-25,1997-07-22,28,12,563.9
133,대전,1997-06-25,1997-07-22,28,15,527.9
135,추풍령,1997-06-25,1997-07-22,28,13,343
201,강화,1997-06-25,1997-07-22,28,12,246
202,양평,1997-06-25,1997-07-22,28,13,425
203,이천,1997-06-25,1997-07-22,28,13,407
211,인제,1997-06-25,1997-07-22,28,11,350.5
212,홍천,1997-06-25,1997-07-22,28,12,380.5
216,태백,1997-06-25,1997-07-22,28,14,342
221,제천,1997-06-25,1997-07-22,28,15,473
226,보은,1997-06-25,1997-07-22,28,12,502
232,천안,1997-06-25,1997-07-22,28,11,456.5
235,보령,1997-06-25,1997-07-22,28,11,566.5
236,부여,1997-06-25,1997-07-22,28,15,566
238,금산,1997-06-25,1997-07-22,28,13,560.5
184,제주,1998-06-12,1998-07-28,47,23,294.9
185,고산,1998-06-12,1998-07-28,47,18,241.1
188,성산,1998-06-12,1998-07-28,47,26,626.5
189,서귀포,1998-06-12,1998-07-28,47,28,550.6
130,울진,1998-06-24,1998-07-28,35,26,450.4
136,안동,1998-06-24,1998-07-28,35,23,376.6
138,포항,1998-06-24,1998-07-28,35,26,431.5
140,군산,1998-06-24,1998-07-28,35,22,416.4
143,대구,1998-06-24,1998-07-28,35,23,288.7
146,전주,1998-06-24,1998-07-28,35,19,331.3
152,울산,1998-06-24,1998-07-28,35,21,328.7
155,창원,1998-06-24,1998-07-28,35,21,413
156,광주,1998-06-24,1998-07-28,35,18,446.1
159,부산,1998-06-24,1998-07-28,35,19,519.1
162,통영,1998-06-24,1998-07-28,35,19,414.8
165,목포,1998-06-24,1998-07-28,35,17,417.3
168,여수,1998-06-24,1998-07-28,35,19,476.9
170,완도,1998-06-24,1998-07-28,35,19,517.4
192,진주,1998-06-24,1998-07-28,35,20,403.8
243,부안,1998-06-24,1998-07-28,35,20,402
244,임실,1998-06-24,1998-07-28,35,18,333
245,정읍,1998-06-24,1998-07-28,35,18,403.5
247,남원,1998-06-24,1998-07-28,35,19,408
248,장수,1998-06-24,1998-07-28,35,20,429
260,장흥,1998-06-24,1998-07-28,35,19,460.5
261,해남,1998-06-24,1998-07-28,35,17,431
262,고흥,1998-06-24,1998-07-28,35,21,455
271,봉화,1998-06-24,1998-07-28,35,23,380
272,영주,1998-06-24,1998-07-28,35,23,599.6
273,문경,1998-06-24,1998-07-28,35,25,450.2
277,영덕,1998-06-24,1998-07-28,35,25,433
278,의성,1998-06-24,1998-07-28,35,21,358
279,구미,1998-06-24,1998-07-28,35,22,287.5
281,영천,1998-06-24,1998-07-28,35,20,333.5
284,거창,1998-06-24,1998-07-28,35,21,288.5
285,합천,1998-06-24,1998-07-28,35,20,280.5
288,밀양,1998-06-24,1998-07-28,35,20,310.5
289,산청,1998-06-24,1998-07-28,35,21,323.5
294,거제,1998-06-24,1998-07-28,35,22,693
295,남해,1998-06-24,1998-07-28,35,20,570.5
90,속초,1998-06-25,1998-07-28,34,27,590
95,철원,1998-06-25,1998-07-28,34,20,453.8
100,대관령,1998-06-25,1998-07-28,34,27,848.1
101,춘천,1998-06-25,1998-07-28,34,20,481.5
105,강릉,1998-06-25,1998-07-28,34,25,547.9
108,서울,1998-06-25,1998-07-28,34,20,444
112,인천,1998-06-25,1998-07-28,34,18,420.7
114,원주,1998-06-25,1998-07-28,34,19,402.1
119,수원,1998-06-25,1998-07-28,34,18,430.6
127,충주,1998-06-25,1998-07-28,34,21,430.6
129,서산,1998-06-25,1998-07-28,34,21,410.9
131,청주,1998-06-25,1998-07-28,34,22,408
133,대전,1998-06-25,1998-07-28,34,21,411.4
135,추풍령,1998-06-25,1998-07-28,34,22,383.3
201,강화,1998-06-25,1998-07-28,34,19,462.3
202,양평,1998-06-25,1998-07-28,34,18,423.5
203,이천,1998-06-25,1998-07-28,34,17,449.5
211,인제,1998-06-25,1998-07-28,34,24,366.5
212,홍천,1998-06-25,1998-07-28,34,18,465
216,태백,1998-06-25,1998-07-28,34,24,362.5
221,제천,1998-06-25,1998-07-28,34,21,423.7
226,보은,1998-06-25,1998-07-28,34,22,493.5
232,천안,1998-06-25,1998-07-28,34,17,387.5
235,보령,1998-06-25,1998-07-28,34,17,375
236,부여,1998-06-25,1998-07-28,34,20,508
238,금산,1998-06-25,1998-07-28,34,21,373
130,울진,1999-06-17,1999-07-20,34,12,126.2
136,안동,1999-06-17,1999-07-20,34,7,129.1
138,포항,1999-06-17,1999-07-20,34,11,247
140,군산,1999-06-17,1999-07-20,34,10,169.6
143,대구,1999-06-17,1999-07-20,34,10,183.8
146,전주,1999-06-17,1999-07-20,34,15,213.8
152,울산,1999-06-17,1999-07-20,34,16,309.6
155,창원,1999-06-17,1999-07-20,34,12,397.4
156,광주,1999-06-17,1999-07-20,34,12,218.9
159,부산,1999-06-17,1999-07-20,34,14,389.6
162,통영,1999-06-17,1999-07-20,34,16,444.1
165,목포,1999-06-17,1999-07-20,34,11,267.4
168,여수,1999-06-17,1999-07-20,34,11,427.6
170,완도,1999-06-17,1999-07-20,34,12,536.3
184,제주,1999-06-17,1999-07-20,34,20,415.8
185,고산,1999-06-17,1999-07-20,34,18,485.1
188,성산,1999-06-17,1999-07-20,34,17,513.8
189,서귀포,1999-06-17,1999-07-20,34,18,740.9
192,진주,1999-06-17,1999-07-20,34,12,343.9
243,부안,1999-06-17,1999-07-20,34,8,185.7
244,임실,1999-06-17,1999-07-20,34,13,207.5
245,정읍,1999-06-17,1999-07-20,34,7,175
247,남원,1999-06-17,1999-07-20,34,14,254.5
248,장수,1999-06-17,1999-07-20,34,11,214.5
260,장흥,1999-06-17,1999-07-20,34,12,263
261,해남,1999-06-17,1999-07-20,34,11,261
262,고흥,1999-06-17,1999-07-20,34,14,397
271,봉화,1999-06-17,1999-07-20,34,5,127
272,영주,1999-06-17,1999-07-20,34,7,188.2
273,문경,1999-06-17,1999-07-20,34,7,142
277,영덕,1999-06-17,1999-07-20,34,10,149.6
278,의성,1999-06-17,1999-07-20,34,6,116
279,구미,1999-06-17,1999-07-20,34,9,116.5
281,영천,1999-06-17,1999-07-20,34,9,207
284,거창,1999-06-17,1999-07-20,34,10,212
285,합천,1999-06-17,1999-07-20,34,14,213.6
288,밀양,1999-06-17,1999-07-20,34,12,252
289,산청,1999-06-17,1999-07-20,34,12,284.5
294,거제,1999-06-17,1999-07-20,34,15,571.5
295,남해,1999-06-17,1999-07-20,34,12,546
90,속초,1999-06-23,1999-07-10,18,9,64.2
95,철원,1999-06-23,1999-07-10,18,3,62.7
100,대관령,1999-06-23,1999-07-10,18,8,90.4
101,춘천,1999-06-23,1999-07-10,18,4,63.8
105,강릉,1999-06-23,1999-07-10,18,4,63.3
108,서울,1999-06-23,1999-07-10,18,5,63.2
112,인천,1999-06-23,1999-07-10,18,5,106.9
114,원주,1999-06-23,1999-07-10,18,5,74.3
119,수원,1999-06-23,1999-07-10,18,4,93.9
127,충주,1999-06-23,1999-07-10,18,6,109.5
129,서산,1999-06-23,1999-07-10,18,4,76.7
131,청주,1999-06-23,1999-07-10,18,5,129.8
133,대전,1999-06-23,1999-07-10,18,6,170.9
135,추풍령,1999-06-23,1999-07-10,18,6,151.1
201,강화,1999-06-23,1999-07-10,18,4,119
202,양평,1999-06-23,1999-07-10,18,5,92.5
203,이천,1999-06-23,1999-07-10,18,4,92
211,인제,1999-06-23,1999-07-10,18,4,43.3
212,홍천,1999-06-23,1999-07-10,18,4,62
216,태백,1999-06-23,1999-07-10,18,3,127.5
221,제천,1999-06-23,1999-07-10,18,5,116.5
226,보은,1999-06-23,1999-07-10,18,4,141.5
232,천안,1999-06-23,1999-07-10,18,4,102.5
235,보령,1999-06-23,1999-07-10,18,7,141.5
236,부여,1999-06-23,1999-07-10,18,6,166
238,금산,1999-06-23,1999-07-10,18,5,159.5
184,제주,2000-06-16,2000-07-16,31,16,210.9
185,고산,2000-06-16,2000-07-16,31,15,180.4
188,성산,2000-06-16,2000-07-16,31,13,157
189,서귀포,2000-06-16,2000-07-16,31,18,249.2
130,울진,2000-06-21,2000-07-16,26,10,83.6
136,안동,2000-06-21,2000-07-16,26,12,174
138,포항,2000-06-21,2000-07-16,26,11,113.7
140,군산,2000-06-21,2000-07-16,26,12,201.1
143,대구,2000-06-21,2000-07-16,26,11,225.6
146,전주,2000-06-21,2000-07-16,26,15,273.4
152,울산,2000-06-21,2000-07-16,26,13,155.6
155,창원,2000-06-21,2000-07-16,26,14,371.7
156,광주,2000-06-21,2000-07-16,26,19,377.5
159,부산,2000-06-21,2000-07-16,26,14,294.2
162,통영,2000-06-21,2000-07-16,26,14,417.3
165,목포,2000-06-21,2000-07-16,26,15,359.4
168,여수,2000-06-21,2000-07-16,26,16,291.6
170,완도,2000-06-21,2000-07-16,26,17,464.6
192,진주,2000-06-21,2000-07-16,26,13,365.4
243,부안,2000-06-21,2000-07-16,26,12,184.5
244,임실,2000-06-21,2000-07-16,26,15,253.5
245,정읍,2000-06-21,2000-07-16,26,15,201.5
247,남원,2000-06-21,2000-07-16,26,16,356.6
248,장수,2000-06-21,2000-07-16,26,13,289
260,장흥,2000-06-21,2000-07-16,26,13,489.5
261,해남,2000-06-21,2000-07-16,26,12,316
262,고흥,2000-06-21,2000-07-16,26,13,309.5
271,봉화,2000-06-21,2000-07-16,26,8,210.5
272,영주,2000-06-21,2000-07-16,26,13,251.5
273,문경,2000-06-21,2000-07-16,26,13,252.5
277,영덕,2000-06-21,2000-07-16,26,7,106
278,의성,2000-06-21,2000-07-16,26,12,175.1
279,구미,2000-06-21,2000-07-16,26,14,175.8
281,영천,2000-06-21,2000-07-16,26,12,165.5
284,거창,2000-06-21,2000-07-16,26,11,340
285,합천,2000-06-21,2000-07-16,26,10,336
288,밀양,2000-06-21,2000-07-16,26,12,237
289,산청,2000-06-21,2000-07-16,26,10,416
294,거제,2000-06-21,2000-07-16,26,12,438
295,남해,2000-06-21,2000-07-16,26,13,367
90,속초,2000-06-22,2000-07-19,28,11,165.4
95,철원,2000-06-22,2000-07-19,28,11,143.1
100,대관령,2000-06-22,2000-07-19,28,11,188.1
101,춘천,2000-06-22,2000-07-19,28,11,115.1
105,강릉,2000-06-22,2000-07-19,28,13,124.2
108,서울,2000-06-22,2000-07-19,28,11,109.1
112,인천,2000-06-22,2000-07-19,28,12,83.5
114,원주,2000-06-22,2000-07-19,28,13,145.2
119,수원,2000-06-22,2000-07-19,28,12,137.3
127,충주,2000-06-22,2000-07-19,28,12,248
129,서산,2000-06-22,2000-07-19,28,14,218.4
131,청주,2000-06-22,2000-07-19,28,18,208.3
133,대전,2000-06-22,2000-07-19,28,17,259.1
135,추풍령,2000-06-22,2000-07-19,28,16,230.5
201,강화,2000-06-22,2000-07-19,28,10,81.5
202,양평,2000-06-22,2000-07-19,28,10,120
203,이천,2000-06-22,2000-07-19,28,10,168
211,인제,2000-06-22,2000-07-19,28,10,103.5
212,홍천,2000-06-22,2000-07-19,28,10,127.5
216,태백,2000-06-22,2000-07-19,28,11,115
221,제천,2000-06-22,2000-07-19,28,14,197.7
226,보은,2000-06-22,2000-07-19,28,16,333
232,천안,2000-06-22,2000-07-19,28,15,175.5
235,보령,2000-06-22,2000-07-19,28,13,173.5
236,부여,2000-06-22,2000-07-19,28,14,241
238,금산,2000-06-22,2000-07-19,28,16,301.5
184,제주,2001-06-21,2001-07-20,30,17,309.6
185,고산,2001-06-21,2001-07-20,30,17,348
188,성산,2001-06-21,2001-07-20,30,17,450
189,서귀포,2001-06-21,2001-07-20,30,21,469.6
130,울진,2001-06-22,2001-07-21,30,10,126.1
136,안동,2001-06-22,2001-07-21,30,14,276.5
138,포항,2001-06-22,2001-07-21,30,14,246.1
140,군산,2001-06-22,2001-07-21,30,17,237.4
143,대구,2001-06-22,2001-07-21,30,13,224.6
146,전주,2001-06-22,2001-07-21,30,19,296.3
152,울산,2001-06-22,2001-07-21,30,13,178.3
155,창원,2001-06-22,2001-07-21,30,16,317.3
156,광주,2001-06-22,2001-07-21,30,20,419.8
159,부산,2001-06-22,2001-07-21,30,16,339.9
162,통영,2001-06-22,2001-07-21,30,18,338.5
165,목포,2001-06-22,2001-07-21,30,19,348.1
168,여수,2001-06-22,2001-07-21,30,17,284.2
170,완도,2001-06-22,2001-07-21,30,18,460.3
192,진주,2001-06-22,2001-07-21,30,16,352.9
243,부안,2001-06-22,2001-07-21,30,16,237
244,임실,2001-06-22,2001-07-21,30,18,544
245,정읍,2001-06-22,2001-07-21,30,16,410.5
247,남원,2001-06-22,2001-07-21,30,18,577.5
248,장수,2001-06-22,2001-07-21,30,16,490
260,장흥,2001-06-22,2001-07-21,30,17,355
261,해남,2001-06-22,2001-07-21,30,17,345.5
262,고흥,2001-06-22,2001-07-21,30,14,254
271,봉화,2001-06-22,2001-07-21,30,13,448
272,영주,2001-06-22,2001-07-21,30,11,272.5
273,문경,2001-06-22,2001-07-21,30,14,273
277,영덕,2001-06-22,2001-07-21,30,10,192.5
278,의성,2001-06-22,2001-07-21,30,16,158
279,구미,2001-06-22,2001-07-21,30,12,224
281,영천,2001-06-22,2001-07-21,30,13,256
284,거창,2001-06-22,2001-07-21,30,14,373
285,합천,2001-06-22,2001-07-21,30,14,412.5
288,밀양,2001-06-22,2001-07-21,30,15,426
289,산청,2001-06-22,2001-07-21,30,12,539
294,거제,2001-06-22,2001-07-21,30,17,413
295,남해,2001-06-22,2001-07-21,30,17,490.5
90,속초,2001-06-24,2001-08-01,39,19,289.4
95,철원,2001-06-24,2001-08-01,39,24,763
100,대관령,2001-06-24,2001-08-01,39,22,282.1
101,춘천,2001-06-24,2001-08-01,39,18,645.4
105,강릉,2001-06-24,2001-08-01,39,19,185.5
108,서울,2001-06-24,2001-08-01,39,19,852.1
112,인천,2001-06-24,2001-08-01,39,21,720.3
114,원주,2001-06-24,2001-08-01,39,21,350.2
119,수원,2001-06-24,2001-08-01,39,19,636
127,충주,2001-06-24,2001-08-01,39,22,428.6
129,서산,2001-06-24,2001-08-01,39,24,505.4
131,청주,2001-06-24,2001-08-01,39,18,308.9
133,대전,2001-06-24,2001-08-01,39,24,294.1
135,추풍령,2001-06-24,2001-08-01,39,24,291.5
201,강화,2001-06-24,2001-08-01,39,22,751
202,양평,2001-06-24,2001-08-01,39,20,691.5
203,이천,2001-06-24,2001-08-01,39,19,446.5
211,인제,2001-06-24,2001-08-01,39,18,496.5
212,홍천,2001-06-24,2001-08-01,39,18,701
216,태백,2001-06-24,2001-08-01,39,18,278.5
221,제천,2001-06-24,2001-08-01,39,22,428.5
226,보은,2001-06-24,2001-08-01,39,21,297.5
232,천안,2001-06-24,2001-08-01,39,24,304.5
235,보령,2001-06-24,2001-08-01,39,17,363.5
236,부여,2001-06-24,2001-08-01,39,19,317
238,금산,2001-06-24,2001-08-01,39,16,323.5
184,제주,2002-06-19,2002-07-22,34,17,427.5
185,고산,2002-06-19,2002-07-22,34,18,215.7
188,성산,2002-06-19,2002-07-22,34,19,232.5
189,서귀포,2002-06-19,2002-07-22,34,22,300.5
90,속초,2002-06-23,2002-07-24,32,16,309.2
95,철원,2002-06-23,2002-07-24,32,16,255
100,대관령,2002-06-23,2002-07-24,32,22,382.1
101,춘천,2002-06-23,2002-07-24,32,16,221.6
105,강릉,2002-06-23,2002-07-24,32,17,226.5
108,서울,2002-06-23,2002-07-24,32,14,226.1
112,인천,2002-06-23,2002-07-24,32,14,224.2
114,원주,2002-06-23,2002-07-24,32,14,215.1
119,수원,2002-06-23,2002-07-24,32,13,268.6
127,충주,2002-06-23,2002-07-24,32,16,198.5
129,서산,2002-06-23,2002-07-24,32,11,314.6
130,울진,2002-06-23,2002-07-23,31,15,222.8
131,청주,2002-06-23,2002-07-24,32,10,196
133,대전,2002-06-23,2002-07-24,32,13,164
135,추풍령,2002-06-23,2002-07-24,32,17,230.6
136,안동,2002-06-23,2002-07-23,31,18,190.5
138,포항,2002-06-23,2002-07-23,31,16,173.1
